176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,June 22 2014,,June 23 2014,,June 24 2014,,June 25 2014,,June 26 2014,,June 27 2014,,June 28 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,136,108,83,104,121,92,117,104,113,122,113,105,164,124
1:00,91,56,48,31,64,34,57,41,78,49,71,30,92,63
2:00,59,27,37,16,38,16,53,18,51,23,53,29,71,36
3:00,57,23,26,16,53,20,38,24,37,25,49,27,51,33
4:00,27,17,30,39,51,51,43,60,44,41,43,49,42,17
5:00,40,39,133,90,114,101,123,91,126,101,107,99,59,31
6:00,80,64,315,309,314,343,339,339,321,351,266,315,124,144
7:00,61,33,272,309,279,248,257,271,260,299,229,251,94,80
8:00,60,43,271,197,283,243,263,216,244,223,266,206,90,49
9:00,76,45,190,123,216,170,212,160,195,153,199,159,125,64
10:00,111,93,215,179,188,149,216,150,198,156,201,134,113,80
11:00,143,106,213,149,224,179,239,163,183,152,207,157,182,111
12:00,192,111,273,199,252,181,268,193,243,225,272,223,246,176
13:00,216,174,279,234,278,250,318,243,293,228,296,245,231,193
14:00,241,190,314,304,286,282,301,319,331,296,334,321,285,228
15:00,276,218,384,380,364,365,399,427,382,402,391,373,313,253
16:00,258,200,456,380,461,378,434,399,411,357,441,372,311,206
17:00,259,168,478,447,501,441,485,446,499,426,452,384,315,226
18:00,300,224,536,435,564,487,544,449,539,438,479,391,276,194
19:00,264,198,388,332,387,329,411,338,431,354,441,319,282,179
20:00,244,158,256,226,300,214,320,245,319,220,275,223,221,162
21:00,184,144,201,146,248,176,229,158,228,172,233,183,205,128
22:00,158,126,208,149,159,137,220,140,205,139,211,155,194,132
23:00,128,139,132,144,156,141,154,166,172,160,166,130,177,149
TOTAL,3661,2704,5738,4938,5901,5027,6040,5160,5903,5112,5795,4880,4263,3058
