176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,June 22 2014,,,June 23 2014,,,June 24 2014,,,June 25 2014,,,June 26 2014,,,June 27 2014,,,June 28 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,89,133,70,59,78,45,95,105,88,102,125,102,109,108,86,92,115,85,102,143,96
1:00,34,77,45,33,45,29,37,55,40,30,52,29,37,50,38,33,50,31,41,50,43
2:00,34,47,36,17,29,31,22,42,21,19,36,31,26,44,31,32,47,32,44,49,48
3:00,31,44,33,23,39,20,22,46,37,21,49,30,29,51,34,20,39,40,32,31,27
4:00,18,27,23,66,72,61,64,118,63,65,103,61,61,104,76,73,84,72,33,54,37
5:00,46,52,36,204,277,184,230,257,225,230,281,231,254,266,227,213,254,195,57,96,60
6:00,57,82,59,370,458,389,382,476,390,408,493,409,385,461,397,367,452,379,111,137,98
7:00,82,140,102,476,649,560,480,691,567,479,645,567,478,638,572,436,608,529,175,215,188
8:00,102,160,115,443,658,562,463,614,559,421,649,511,419,649,551,461,613,471,210,259,213
9:00,165,283,176,360,587,433,352,467,418,324,535,396,342,502,395,373,470,377,273,332,251
10:00,270,382,268,322,451,351,307,436,358,331,429,331,321,384,334,322,431,360,313,432,278
11:00,283,397,282,285,396,339,277,361,288,262,382,326,284,390,322,301,413,355,323,453,343
12:00,307,405,289,321,395,330,294,364,299,283,399,349,278,378,351,294,421,372,342,420,329
13:00,304,432,335,283,352,351,307,374,326,270,412,343,288,399,341,308,395,342,328,425,309
14:00,324,428,305,304,392,322,324,411,347,299,408,359,299,414,360,316,447,361,329,397,292
15:00,302,402,256,344,427,391,376,462,408,373,468,422,353,429,401,394,442,410,329,415,318
16:00,246,360,234,342,391,405,332,429,406,382,445,443,360,454,373,363,471,427,334,370,276
17:00,287,337,217,320,447,407,357,433,400,349,483,421,322,464,411,365,456,394,313,355,241
18:00,284,390,264,330,421,342,363,377,383,338,412,353,307,439,379,301,400,357,296,368,255
19:00,275,322,222,247,297,264,265,283,241,308,320,297,251,308,259,285,325,265,267,313,226
20:00,221,235,199,169,198,169,179,218,196,195,218,200,169,241,195,196,228,177,195,269,194
21:00,178,199,155,117,198,134,150,168,153,180,178,159,135,210,121,168,201,137,162,195,143
22:00,146,168,156,92,160,124,122,181,118,134,181,138,119,162,126,138,181,148,138,189,147
23:00,79,133,100,102,117,83,96,127,103,116,136,94,103,148,99,129,154,112,120,158,104
TOTAL,4164,5635,3977,5629,7534,6326,5896,7495,6434,5919,7839,6602,5729,7693,6479,5980,7697,6428,4867,6125,4516
