112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,January 04 2015,,January 05 2015,,January 06 2015,,January 07 2015,,January 08 2015,,January 09 2015,,January 10 2015,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,78,56,50,37
1:00,38,62,21,30
2:00,33,32,23,18
3:00,30,30,18,17
4:00,14,15,11,12
5:00,12,12,26,31
6:00,12,10,55,48
7:00,23,17,93,119
8:00,52,35,148,169
9:00,53,64,169,185
10:00,138,126,614,666
