112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,June 29 2014,,June 30 2014,,July 01 2014,,July 02 2014,,July 03 2014,,July 04 2014,,July 05 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,58,91,47,60,54,69,65,78,53,64,68,85,166,183
1:00,36,57,21,42,37,39,29,36,35,36,59,58,91,97
2:00,39,36,21,12,26,19,23,24,17,18,30,39,48,32
3:00,23,30,10,15,26,20,12,20,9,27,24,18,28,26
4:00,19,16,6,16,17,14,13,15,9,17,15,10,11,22
5:00,15,17,14,23,19,19,21,25,18,38,7,19,11,7
6:00,13,16,45,45,51,63,54,56,56,33,20,16,14,16
7:00,36,25,98,135,92,147,92,115,105,111,26,77,30,69
8:00,38,46,120,149,126,164,139,161,122,167,42,87,48,61
9:00,62,93,141,197,138,190,157,187,141,226,79,130,72,109
10:00,132,147,179,223,205,212,180,205,203,236,125,192,134,153
11:00,196,206,225,258,241,291,237,272,256,298,160,228,185,255
12:00,222,285,260,305,252,303,261,282,307,356,216,289,229,281
13:00,255,327,303,361,313,344,265,308,282,367,201,301,254,320
14:00,97,403,293,325,293,345,332,346,339,358,213,285,272,345
15:00,241,324,270,320,283,339,322,357,335,334,215,274,263,332
16:00,252,323,331,403,343,377,360,366,359,403,200,252,254,301
17:00,247,315,410,411,450,456,407,441,379,445,164,263,229,284
18:00,233,301,444,415,487,437,436,473,383,390,144,226,222,273
19:00,197,219,344,368,286,341,338,402,310,316,128,181,209,241
20:00,154,178,204,261,234,277,238,285,241,275,121,163,165,179
21:00,123,129,151,234,178,193,190,233,165,211,90,124,133,183
22:00,92,133,117,151,142,173,133,153,130,154,79,105,129,140
23:00,81,92,75,92,89,106,97,98,98,108,85,82,86,108
TOTAL,2861,3809,4129,4821,4382,4938,4401,4938,4352,4988,2511,3504,3283,4017
