112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,December 21 2014,,December 22 2014,,December 23 2014,,December 24 2014,,December 25 2014,,December 26 2014,,December 27 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,65,70,35,52,39,52,51,59,56,58,30,42,40,48
1:00,33,38,18,26,15,23,45,34,23,38,16,12,22,26
2:00,26,19,10,19,12,12,15,18,20,15,5,13,14,14
3:00,14,16,5,12,10,13,12,12,7,15,9,7,7,18
4:00,11,12,5,16,11,11,11,16,4,4,8,15,7,9
5:00,5,13,14,17,17,26,18,20,4,12,8,19,9,9
6:00,7,8,45,62,49,70,39,64,8,10,26,26,12,23
7:00,20,24,97,154,93,138,72,107,11,14,51,60,17,36
8:00,37,59,142,198,130,205,102,186,10,40,82,119,45,57
9:00,67,203,116,230,142,209,121,165,44,58,70,133,53,125
10:00,101,196,143,207,147,235,136,253,72,116,106,204,111,177
11:00,164,273,174,296,188,317,212,346,93,118,153,255,139,246
12:00,162,296,208,368,217,366,258,400,74,142,168,285,158,292
13:00,208,375,232,388,261,418,274,417,101,165,194,304,190,330
14:00,216,357,251,392,256,380,253,407,120,187,213,363,199,330
15:00,212,349,263,333,281,393,252,412,112,151,226,317,217,299
16:00,204,334,264,376,278,353,247,339,111,148,222,306,177,301
17:00,178,319,285,374,233,374,251,370,82,125,203,280,179,284
18:00,147,244,275,318,164,330,180,283,79,119,173,272,173,242
19:00,93,146,204,279,170,304,145,243,70,122,139,219,144,207
20:00,82,119,139,243,171,206,117,200,79,114,104,163,100,149
21:00,46,93,108,161,120,185,97,154,67,86,96,100,81,139
22:00,81,98,71,111,107,118,85,123,53,78,72,86,68,107
23:00,46,69,45,57,74,76,72,91,53,56,61,71,48,73
TOTAL,2225,3730,3149,4689,3185,4814,3065,4719,1353,1991,2435,3671,2210,3541
