176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,July 13 2014,,July 14 2014,,July 15 2014,,July 16 2014,,July 17 2014,,July 18 2014,,July 19 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,148,113,89,99,115,109,102,97,118,114,120,108,146,133
1:00,85,47,46,16,71,33,69,52,66,42,66,58,108,63
2:00,53,36,32,20,45,38,38,25,41,26,53,28,71,31
3:00,36,22,28,15,45,22,56,15,44,19,44,17,48,21
4:00,38,16,46,35,59,45,56,48,51,56,49,50,33,22
5:00,39,34,123,115,118,108,117,93,103,109,108,91,38,39
6:00,86,97,297,302,347,335,324,344,323,332,278,314,126,119
7:00,63,66,245,288,250,317,252,290,231,285,227,285,85,80
8:00,62,45,258,206,273,215,283,248,296,250,234,190,93,47
9:00,69,41,218,173,234,143,220,162,189,146,211,162,117,84
10:00,90,77,191,133,215,146,197,157,263,222,193,128,152,107
11:00,149,97,215,147,221,168,210,173,239,161,218,186,217,113
12:00,193,130,233,196,273,218,244,214,243,156,271,205,232,180
13:00,216,171,328,227,299,237,289,235,300,258,288,249,252,202
14:00,258,230,314,306,321,304,300,298,310,319,313,305,304,240
15:00,240,215,365,391,390,401,381,379,357,407,377,392,292,253
16:00,250,174,469,409,436,413,430,385,401,326,417,375,304,177
17:00,255,169,481,440,480,427,497,451,483,431,425,365,268,216
18:00,273,183,526,479,529,451,524,469,511,448,500,463,290,223
19:00,231,176,403,338,429,368,380,343,407,367,372,316,263,200
20:00,208,141,272,228,299,263,315,254,321,245,286,220,248,191
21:00,184,128,244,191,226,208,236,182,261,184,225,160,237,142
22:00,143,105,200,143,204,143,195,156,197,155,262,167,194,134
23:00,129,147,145,148,161,157,165,163,178,140,217,143,176,123
TOTAL,3498,2660,5768,5045,6040,5269,5880,5233,5933,5198,5754,4977,4294,3140
