176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,July 13 2014,,July 14 2014,,July 15 2014,,July 16 2014,,July 17 2014,,July 18 2014,,July 19 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,102,127,56,67,80,86,78,89,75,84,78,84,88,127
1:00,61,73,48,35,39,39,30,57,37,61,40,51,58,72
2:00,29,41,13,14,20,29,26,33,31,29,17,26,38,39
3:00,18,23,12,19,13,27,21,22,14,21,15,27,30,37
4:00,15,22,11,15,17,18,12,24,11,22,12,21,21,20
5:00,12,14,27,28,32,35,32,33,21,27,21,33,12,17
6:00,20,23,107,141,105,138,126,153,115,141,107,134,24,28
7:00,64,75,164,211,202,230,171,257,180,214,166,187,50,70
8:00,66,76,192,231,207,219,190,210,200,226,185,232,104,85
9:00,105,100,146,169,161,172,180,186,160,184,163,173,123,105
10:00,172,170,157,159,137,159,158,166,183,170,155,174,154,173
11:00,199,200,161,180,170,176,181,180,171,182,209,212,213,220
12:00,211,224,207,227,220,250,218,207,208,211,179,250,243,275
13:00,240,253,199,245,203,239,221,253,218,246,276,251,271,266
14:00,244,282,236,231,237,259,248,211,237,251,272,294,272,300
15:00,220,286,285,284,251,293,290,276,297,303,350,329,275,318
16:00,215,289,337,335,325,289,318,328,337,332,374,392,291,289
17:00,221,271,355,364,367,361,365,361,324,372,346,349,287,309
18:00,250,285,334,380,365,409,358,373,388,392,412,449,288,313
19:00,197,231,284,353,328,350,288,337,319,379,312,349,232,248
20:00,176,209,187,252,243,294,238,307,249,282,245,290,200,238
21:00,157,171,188,222,179,228,211,223,217,252,202,249,173,195
22:00,118,127,164,170,163,172,180,171,174,197,203,202,162,167
23:00,84,91,106,101,130,131,104,132,116,143,164,148,147,147
TOTAL,3196,3663,3976,4433,4194,4603,4244,4589,4282,4721,4503,4906,3756,4058
