112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 23 2014,,November 24 2014,,November 25 2014,,November 26 2014,,November 27 2014,,November 28 2014,,November 29 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,45,55,22,30,28,44,39,32,39,55,49,45,35,37
1:00,28,31,12,8,15,20,21,21,26,35,30,30,24,28
2:00,15,24,10,8,6,15,7,14,15,25,32,21,14,23
3:00,11,13,3,4,7,7,5,8,18,8,9,14,7,11
4:00,9,16,5,7,8,17,5,24,9,15,17,16,9,3
5:00,10,16,11,29,19,43,19,33,6,11,8,17,6,4
6:00,9,15,42,64,52,68,61,73,12,16,24,45,12,20
7:00,14,35,129,169,128,171,110,168,11,40,37,54,22,43
8:00,39,74,228,261,234,289,197,238,26,67,66,90,29,68
9:00,75,197,149,211,192,238,166,214,37,97,92,146,44,112
10:00,111,185,171,224,147,244,154,227,77,124,132,186,117,189
11:00,148,254,165,260,166,282,210,279,83,162,132,251,134,246
12:00,154,292,193,305,211,339,215,335,99,195,193,290,163,285
13:00,185,320,217,327,194,350,274,421,139,193,238,340,186,333
14:00,158,305,219,349,213,326,245,393,123,186,216,319,191,364
15:00,137,276,218,342,198,327,263,366,114,127,203,289,205,326
16:00,137,216,270,333,283,373,305,397,94,116,195,270,188,273
17:00,195,277,199,339,226,341,301,410,77,103,180,276,192,303
18:00,149,230,188,320,216,339,260,380,113,133,176,229,177,263
19:00,120,168,183,291,189,295,194,349,82,96,146,195,118,234
20:00,81,146,113,176,135,214,140,226,102,107,97,151,85,156
21:00,68,109,92,117,109,177,113,176,83,93,70,132,82,102
22:00,30,62,62,73,62,92,80,140,126,162,64,81,67,101
23:00,39,45,45,45,60,52,45,95,61,65,54,82,39,75
TOTAL,1967,3361,2946,4292,3098,4663,3429,5019,1572,2231,2460,3569,2146,3599
