112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,November 23 2014,,,November 24 2014,,,November 25 2014,,,November 26 2014,,,November 27 2014,,,November 28 2014,,,November 29 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,128,99,151,74,60,84,98,81,134,115,88,161,110,83,129,142,124,161,88,74,102
1:00,103,77,71,37,39,60,42,36,60,42,45,70,78,44,62,90,70,89,56,50,47
2:00,49,41,54,23,27,40,33,34,68,39,36,67,40,38,42,65,44,58,42,43,46
3:00,27,24,51,30,33,64,31,31,65,33,31,83,36,32,33,36,43,54,29,31,45
4:00,21,27,52,60,69,193,56,85,198,61,70,196,27,30,44,70,57,106,35,39,52
5:00,41,32,73,222,247,609,218,285,583,229,250,591,36,30,70,118,104,236,56,54,119
6:00,76,77,127,539,545,863,533,563,793,457,509,796,88,71,103,186,185,281,111,111,178
7:00,137,106,174,736,744,889,700,693,753,662,676,808,103,89,109,295,250,412,181,156,232
8:00,194,149,249,723,805,802,707,792,726,674,758,696,133,100,141,325,291,432,237,188,303
9:00,249,219,319,641,621,655,615,659,629,604,640,629,210,159,200,369,370,419,288,224,294
10:00,393,404,445,560,564,538,515,564,534,529,565,517,255,218,282,412,356,475,380,346,393
11:00,432,419,514,481,473,503,470,506,466,516,540,463,317,265,370,467,452,480,429,390,442
12:00,411,448,478,501,466,422,463,474,450,516,553,495,419,350,487,502,491,490,458,454,475
13:00,454,477,493,465,505,469,472,500,459,556,583,523,467,445,540,461,552,467,478,518,480
14:00,406,459,440,473,554,493,468,539,503,564,592,522,455,471,552,449,534,455,479,498,477
15:00,324,392,485,461,519,481,442,523,458,476,562,499,422,394,488,420,448,413,445,494,459
16:00,300,322,374,466,575,508,489,575,506,501,582,465,342,309,391,387,446,475,428,461,463
17:00,503,558,506,450,547,470,455,554,483,420,518,442,373,368,463,377,398,412,477,472,568
18:00,387,403,445,343,449,445,374,451,435,398,474,458,407,381,441,289,358,379,392,402,489
19:00,334,308,370,288,329,399,327,353,387,368,367,434,310,277,376,300,302,333,340,332,361
20:00,242,218,285,201,213,262,250,243,279,297,275,298,356,321,395,243,226,298,230,229,285
21:00,174,170,209,189,184,195,187,211,233,232,246,275,371,321,387,207,188,232,198,173,231
22:00,123,122,215,142,153,206,150,165,241,201,186,220,492,527,563,195,174,194,211,165,217
23:00,129,81,155,114,91,147,134,107,165,141,146,166,236,209,278,141,135,160,123,144,138
TOTAL,5637,5632,6735,8219,8812,9797,8229,9024,9608,8631,9292,9874,6083,5532,6946,6546,6598,7511,6191,6048,6896
