176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 09 2014,,November 10 2014,,November 11 2014,,November 12 2014,,November 13 2014,,November 14 2014,,November 15 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,193,102,94,58,131,84,92,53,94,53,92,59,151,99
1:00,115,71,43,22,65,25,60,38,68,44,76,32,120,54
2:00,81,40,35,21,48,27,39,17,50,12,48,22,72,34
3:00,63,24,25,9,35,14,33,13,37,15,37,17,54,30
4:00,47,23,36,16,35,18,41,15,42,21,43,12,46,26
5:00,30,13,56,17,67,29,58,22,77,27,60,21,46,20
6:00,41,29,132,53,126,66,119,72,142,69,141,76,64,31
7:00,81,44,212,161,182,112,247,143,247,171,239,178,90,55
8:00,135,57,293,259,241,165,279,222,313,261,326,242,173,98
9:00,227,115,355,264,246,339,333,457,333,269,329,416,256,301
10:00,334,200,352,253,360,388,343,363,348,250,381,387,405,459
11:00,411,257,379,258,375,339,359,344,343,235,383,338,442,435
12:00,446,328,453,310,448,380,461,360,410,274,450,367,523,392
13:00,593,392,475,341,500,351,471,356,432,301,483,374,551,435
14:00,548,384,484,363,521,373,467,368,500,353,479,415,552,432
15:00,478,326,580,475,525,412,584,476,526,426,641,579,585,406
16:00,427,286,664,575,604,586,638,685,667,582,737,710,586,507
17:00,479,303,755,709,658,577,793,744,810,781,814,735,609,452
18:00,492,349,814,688,777,580,883,790,868,761,864,749,637,455
19:00,415,260,682,493,576,409,741,571,702,549,762,540,521,370
20:00,332,241,400,286,405,290,469,280,505,315,468,341,390,238
21:00,230,163,322,198,309,192,387,222,343,245,352,240,309,214
22:00,141,113,257,158,247,134,225,169,239,168,323,193,280,195
23:00,129,86,189,122,153,98,161,99,166,99,250,171,265,180
TOTAL,6468,4206,8087,6109,7634,5988,8283,6879,8262,6281,8778,7214,7727,5918
