176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,November 09 2014,,,November 10 2014,,,November 11 2014,,,November 12 2014,,,November 13 2014,,,November 14 2014,,,November 15 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,80,103,59,54,67,55,91,115,89,86,116,86,101,112,95,89,114,85,89,146,104
1:00,29,60,36,38,30,25,27,39,25,34,39,30,29,44,33,26,41,26,40,59,36
2:00,26,37,33,19,28,11,34,44,28,24,44,35,28,49,43,28,32,27,36,29,21
3:00,24,36,17,26,32,35,26,32,39,22,39,23,26,33,34,32,41,31,21,32,24
4:00,17,33,19,64,94,60,77,95,61,66,123,63,63,105,66,71,91,48,21,48,29
5:00,37,44,29,248,300,239,222,266,223,248,294,229,284,262,252,239,262,215,59,75,57
6:00,53,75,67,359,480,394,347,402,344,425,486,433,377,531,405,354,500,373,102,100,93
7:00,99,129,118,451,642,581,430,523,475,486,691,600,510,696,582,467,688,561,143,236,163
8:00,92,167,101,431,652,538,376,506,435,440,684,594,438,648,603,468,651,595,217,241,203
9:00,190,239,170,354,502,429,321,500,589,384,517,652,388,529,453,355,557,593,252,334,355
10:00,299,344,269,320,424,372,331,509,405,302,530,415,349,428,428,320,539,434,352,537,356
11:00,342,367,300,279,402,332,287,464,367,271,438,382,307,383,317,311,463,381,386,478,358
12:00,286,357,257,290,404,320,302,391,313,300,365,304,270,318,321,313,401,347,394,468,411
13:00,324,379,258,291,433,322,363,468,389,297,375,352,297,408,332,319,420,360,421,461,357
14:00,290,363,280,309,420,361,383,473,386,379,411,306,278,398,344,353,434,331,406,482,362
15:00,224,254,205,346,489,432,405,491,393,416,516,381,351,479,383,407,524,414,397,524,342
16:00,193,269,203,324,460,444,403,467,453,405,463,441,356,425,438,378,482,439,365,438,357
17:00,235,301,255,356,468,411,319,435,434,349,498,466,360,465,448,391,458,440,369,403,313
18:00,264,391,268,319,422,329,280,377,332,336,427,351,313,401,328,361,452,355,291,452,332
19:00,187,273,222,245,309,208,233,315,203,250,327,252,258,314,239,309,338,278,239,344,223
20:00,140,232,155,181,214,138,177,205,154,179,172,142,178,187,142,226,215,181,165,243,153
21:00,130,156,103,117,155,93,133,156,96,129,162,101,149,147,96,153,190,129,131,201,134
22:00,88,125,80,110,144,93,134,143,90,117,124,81,113,114,72,133,134,98,137,165,113
23:00,73,101,67,78,135,61,78,105,60,86,126,74,95,111,72,109,120,108,79,116,91
TOTAL,3722,4835,3571,5609,7706,6283,5779,7521,6383,6031,7967,6793,5918,7587,6526,6212,8147,6849,5112,6612,4987
