112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,November 16 2014,,,November 17 2014,,,November 18 2014,,,November 19 2014,,,November 20 2014,,,November 21 2014,,,November 22 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,126,93,131,79,65,70,104,74,141,103,73,152,109,72,145,126,86,142,135,97,175
1:00,60,69,74,34,23,41,36,42,47,44,46,50,40,50,55,40,39,69,59,59,70
2:00,50,44,51,18,20,37,30,28,53,34,38,52,35,36,64,32,41,63,50,45,56
3:00,37,31,42,27,35,63,30,28,66,32,30,78,33,38,82,36,39,87,37,42,48
4:00,23,25,57,70,76,189,72,83,198,69,81,207,70,72,201,65,73,187,36,24,90
5:00,46,41,96,223,240,586,208,267,611,218,278,619,218,268,609,211,257,606,64,75,183
6:00,83,67,128,527,553,810,559,547,833,527,558,833,517,554,818,485,527,813,126,135,224
7:00,144,108,182,725,783,867,742,790,871,736,731,880,725,744,825,707,742,818,237,176,297
8:00,178,135,201,776,775,779,769,851,789,772,789,772,744,836,773,712,790,787,335,257,406
9:00,294,227,334,659,650,633,674,679,648,673,664,649,651,700,654,667,685,639,425,321,503
10:00,530,414,458,569,530,585,545,584,577,548,546,556,540,552,514,532,562,594,486,483,489
11:00,450,400,442,493,464,433,426,418,538,456,454,490,483,439,473,490,524,500,506,518,498
12:00,362,339,449,447,480,478,434,419,449,448,420,475,468,449,451,462,523,507,523,536,481
13:00,381,381,479,407,467,494,420,429,439,466,490,482,453,493,468,436,522,463,599,587,503
14:00,451,561,530,442,595,570,408,473,534,455,491,470,479,525,528,436,531,494,531,586,521
15:00,380,630,702,402,622,708,473,500,505,473,562,510,471,551,542,480,569,511,480,555,505
16:00,388,480,509,470,589,566,506,550,535,526,575,536,528,540,530,518,591,528,473,515,450
17:00,476,558,486,474,543,502,474,548,492,485,543,495,525,550,533,453,566,503,487,599,515
18:00,425,416,438,405,458,481,430,476,500,450,462,474,483,473,463,385,491,477,500,543,510
19:00,307,268,345,331,291,386,344,370,381,362,342,399,343,338,404,387,426,403,411,384,397
20:00,223,214,276,261,231,261,244,238,285,252,220,278,278,238,307,296,264,317,292,240,316
21:00,186,153,211,182,194,215,176,188,216,169,174,206,165,184,188,233,185,221,182,175,237
22:00,126,151,169,151,139,201,149,120,194,159,133,210,196,168,218,203,210,249,184,162,221
23:00,120,89,133,113,101,141,123,93,138,116,109,136,126,95,146,169,151,175,199,153,209
TOTAL,5846,5894,6923,8285,8924,10096,8376,8795,10040,8573,8809,10009,8680,8965,9991,8561,9394,10153,7357,7267,7904
