112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 16 2014,,November 17 2014,,November 18 2014,,November 19 2014,,November 20 2014,,November 21 2014,,November 22 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,61,67,38,43,31,43,42,44,44,40,55,56,74,93
1:00,40,53,27,29,23,33,25,33,30,34,30,29,47,52
2:00,30,34,11,12,16,21,19,19,15,19,22,13,29,43
3:00,32,26,7,12,6,11,13,17,11,25,11,20,21,27
4:00,18,11,7,15,7,7,7,14,11,8,18,17,23,18
5:00,14,13,17,26,15,21,14,32,19,36,18,25,15,15
6:00,18,14,35,53,56,59,52,58,50,63,45,49,17,20
7:00,23,33,100,116,111,109,98,105,148,129,112,126,42,47
8:00,65,79,159,147,151,168,146,142,170,160,150,151,82,90
9:00,120,220,181,174,164,208,172,195,176,175,178,191,132,182
10:00,247,328,244,211,189,236,209,236,214,226,242,243,245,270
11:00,340,261,372,262,216,241,204,256,214,252,248,285,280,311
12:00,304,241,324,244,255,297,257,280,263,297,270,300,294,350
13:00,277,288,316,309,262,305,269,312,286,303,327,360,346,387
14:00,323,359,289,304,262,318,283,327,278,312,289,301,336,396
15:00,329,389,269,331,290,358,322,323,295,335,336,348,343,388
16:00,284,353,362,379,335,392,335,368,340,355,394,354,332,343
17:00,255,293,419,428,420,414,439,427,440,425,358,433,336,334
18:00,220,275,474,421,465,422,446,431,465,463,278,437,276,311
19:00,155,190,297,333,346,352,346,325,316,330,248,352,224,240
20:00,108,153,169,212,210,240,193,232,179,234,207,243,171,165
21:00,100,98,159,169,157,161,166,207,180,171,137,173,100,154
22:00,75,80,80,104,101,100,109,120,106,95,123,126,98,110
23:00,49,43,55,41,51,53,69,65,55,73,91,100,92,108
TOTAL,3487,3901,4411,4375,4139,4569,4235,4568,4305,4560,4187,4732,3955,4454
