112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 16 2014,,November 17 2014,,November 18 2014,,November 19 2014,,November 20 2014,,November 21 2014,,November 22 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,47,63,17,34,21,35,29,40,30,34,29,26,35,61
1:00,22,35,8,17,12,19,15,17,9,18,15,12,32,22
2:00,12,25,8,12,4,15,12,13,7,15,18,15,17,21
3:00,9,17,6,7,4,6,2,11,9,12,5,11,8,16
4:00,5,12,9,9,9,8,9,9,3,11,4,12,7,19
5:00,8,6,15,22,13,20,15,27,16,28,7,32,4,20
6:00,6,16,43,58,58,73,57,80,58,71,54,61,15,18
7:00,7,31,134,157,149,175,136,149,144,186,136,177,26,44
8:00,26,67,227,257,222,238,221,254,234,279,232,275,58,85
9:00,77,205,131,216,170,238,174,216,144,224,163,237,89,185
10:00,116,207,133,242,168,234,140,220,141,205,156,242,129,253
11:00,117,225,143,283,151,235,162,230,156,232,164,300,192,338
12:00,111,234,175,306,178,313,180,286,183,312,206,341,208,382
13:00,135,271,193,330,190,362,195,325,197,337,210,345,230,375
14:00,167,331,173,333,190,309,194,299,207,321,226,331,233,377
15:00,190,327,195,311,216,275,223,306,204,302,244,342,230,358
16:00,196,304,225,310,258,348,237,327,218,331,296,362,248,351
17:00,146,303,235,340,252,320,241,323,255,344,244,340,202,344
18:00,166,262,262,353,222,297,232,312,267,332,211,326,201,303
19:00,127,194,216,318,178,247,189,250,171,257,191,289,147,232
20:00,64,107,176,218,138,201,122,196,110,204,134,195,116,164
21:00,65,82,89,133,118,142,96,139,97,132,89,151,85,129
22:00,35,55,51,74,58,88,61,76,64,70,67,105,52,112
23:00,46,46,38,53,28,41,46,48,32,43,67,74,53,94
TOTAL,1900,3425,2902,4393,3007,4239,2988,4153,2956,4300,3168,4601,2617,4303
