176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,July 20 2014,,,July 21 2014,,,July 22 2014,,,July 23 2014,,,July 24 2014,,,July 25 2014,,,July 26 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,93,129,94,71,94,49,84,139,68,95,136,94,81,103,101,90,119,89,111,158,98
1:00,42,67,51,20,45,29,34,58,37,27,63,43,34,52,29,39,53,35,42,66,46
2:00,25,40,26,21,34,30,20,50,26,35,37,26,40,54,26,32,56,32,30,47,31
3:00,24,31,12,13,36,23,16,38,26,33,52,21,27,29,28,33,55,29,21,42,24
4:00,16,28,17,59,81,42,70,106,67,74,90,73,87,96,74,67,96,73,30,58,29
5:00,31,47,28,242,258,218,234,287,222,223,295,224,226,289,214,207,266,186,47,90,52
6:00,58,76,58,362,469,393,381,456,433,388,479,401,376,436,408,351,432,381,115,141,73
7:00,78,157,98,440,650,554,438,633,578,469,652,553,484,634,523,444,602,535,151,216,173
8:00,119,143,112,437,645,586,413,674,566,410,627,524,428,658,591,410,614,596,201,277,226
9:00,159,230,157,365,490,416,359,497,400,372,490,412,243,570,465,345,512,412,274,436,291
10:00,255,352,243,313,426,356,304,411,314,318,388,351,171,541,427,326,445,387,323,487,370
11:00,262,370,272,288,414,342,284,401,345,251,376,295,158,508,410,307,449,374,327,465,346
12:00,264,373,298,271,387,320,294,403,348,246,377,304,286,396,343,302,433,359,330,450,340
13:00,308,441,295,271,390,354,277,388,382,274,378,311,327,389,372,291,453,370,312,471,382
14:00,288,389,290,335,403,354,267,388,321,295,410,358,281,429,343,315,449,362,332,389,313
15:00,293,345,283,349,449,404,324,421,407,340,413,406,374,466,448,383,448,402,331,417,301
16:00,244,356,275,386,490,446,360,422,422,306,413,392,357,446,426,405,461,419,330,409,280
17:00,237,361,266,364,457,409,314,452,384,330,396,399,311,403,389,409,423,379,380,422,281
18:00,222,321,234,327,426,353,280,392,366,308,373,321,316,396,361,399,431,386,334,413,294
19:00,222,285,236,277,304,271,244,331,280,295,291,271,282,351,284,315,391,303,287,332,264
20:00,149,236,175,182,257,205,187,261,195,203,213,187,185,223,201,250,275,227,210,259,194
21:00,129,177,131,158,162,136,148,191,141,153,189,140,170,159,137,184,204,151,189,209,147
22:00,101,159,105,126,138,126,101,149,133,121,157,119,135,151,122,169,178,159,144,246,179
23:00,101,111,76,93,136,92,93,128,83,87,122,92,88,146,98,127,150,111,112,197,107
TOTAL,3720,5224,3832,5770,7641,6508,5526,7676,6544,5653,7417,6317,5467,7925,6820,6200,7995,6757,4963,6697,4841
